feature,file_name,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,spectral_centroid,spectral_centroid,spectral_centroid,spectral_bandwidth,spectral_bandwidth,spectral_bandwidth,zero_crossing_rate,zero_crossing_rate,zero_crossing_rate,rmse,rmse,rmse,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,tempo
247,country.00047.wav,-165.54424,-294.5821,-45.011993,117.90447,47.93362,177.79652,-33.605473,-97.18576,26.37949,42.59893,-5.5972214,94.8159,-1.3801006,-29.138058,37.195793,3.827964,-23.115154,31.668007,7.166964,-21.896568,35.196606,-7.171045,-32.550858,18.593105,-1.6472125,-22.466438,36.780434,0.8621201,-23.616405,24.173012,-12.5100975,-49.545,10.215149,2.8849208,-21.344887,27.762012,-12.365843,-41.17029,13.930325,1784.0387310049896,800.3251406114941,4166.857220656011,1840.0082750714125,1347.8165373957786,3506.6827671627425,0.09410006706786543,0.01025390625,0.22607421875,0.09062656,0.028397124,0.18287842,26.465097847121992,8.488911942176612,55.13966913533303,17.54194466397658,6.736092619817928,37.0169382051999,21.0611263052031,9.02355278668453,37.967487577972825,22.218127713932844,10.377941724283398,37.66185475443705,22.314339510015966,12.899527549006507,33.3937608551493,24.37722183981347,14.064133352975304,33.908052924575266,17.41345970347715,10.432316700345257,25.997100400736954,151.99908088235293
248,country.00048.wav,-148.98796,-488.50125,4.889796,107.2436,-42.0074,180.602,11.189903,-41.375263,104.88573,26.696136,-26.346336,76.47301,11.397693,-28.049511,76.94217,-3.8045826,-48.20125,34.246117,14.0203285,-15.8432045,44.922676,-5.8768187,-37.1343,25.946983,-11.04849,-54.329483,19.77623,2.7971048,-24.08295,30.388287,-8.450597,-53.081528,19.223587,3.1810462,-20.217575,29.240673,-0.76783913,-25.444307,27.990746,1939.8088633748253,521.0005606133202,6516.137658345719,2482.5238380341193,1291.0082440783196,4022.8834926587465,0.06396371084686775,0.0146484375,0.404296875,0.11688875,0.0049605463,0.2733713,29.390926564489106,11.578338270372358,53.41299841216332,17.037887877175176,5.64180735724679,34.34948543019999,20.826481885989597,7.211292443498653,37.92920139459,18.27125852601463,9.818467962204602,30.22109734131414,18.670538922960638,9.386973120794291,30.470730429705377,21.543175327048274,11.51771120415696,32.90197602714351,16.363573644287573,12.114472793373025,25.30293906059594,117.45383522727273
249,country.00049.wav,-110.04325,-221.68503,9.007269,134.77678,36.805183,197.39609,-24.017365,-69.07522,57.12828,19.40414,-21.979742,58.052975,-4.4027624,-48.103283,34.14573,-4.810312,-49.282967,22.390276,-7.802366,-35.44737,33.02706,-0.39133024,-35.94507,26.734505,-5.4069877,-37.58043,18.359438,-2.9562924,-29.089386,23.73524,0.7801952,-22.22931,24.688877,-4.7748322,-31.154175,16.416512,-0.17851049,-18.952274,21.140623,1599.911202685332,810.6300944105717,4241.612189629726,1826.2848279513296,1179.7909615901558,3825.6703296131054,0.07579197481631864,0.0185546875,0.2109375,0.14351887,0.058061782,0.25150892,24.857764723059137,8.128247120708103,50.706334317578644,16.257533745266194,5.0562560017826925,31.357064943879926,19.617835013871122,7.881583622123945,35.506347846051774,19.50318634393716,9.19396430829436,32.22014859834862,18.782624386443967,9.757473634632909,34.063068585047276,19.44227231227672,11.845845830240721,30.698076427187967,16.119597725397874,11.610896578000817,22.356986401230664,112.34714673913044
250,country.00050.wav,-143.05974,-282.27402,-21.203037,121.874374,32.413216,198.59196,-13.355456,-77.763084,32.5977,47.767853,0.5319611,79.59749,-12.669741,-61.89805,22.957771,23.367556,-23.208729,49.224022,-11.0091715,-43.558266,21.405025,18.85914,-9.524014,47.390907,-13.707747,-56.212433,18.683258,15.945983,-17.004978,57.54029,-11.358795,-38.684982,16.370275,10.289537,-22.285507,31.13935,-6.009821,-29.109138,22.652433,1780.2063536153119,579.4133729419582,5140.683943545655,2036.274218634949,936.4738353148219,3185.4282573469072,0.07894522186774942,0.01708984375,0.47607421875,0.10936974,0.033583578,0.17897329,19.783256454790855,6.999830689336177,46.052244025523095,17.80961845159637,5.252320359572053,34.489198127054465,20.59700844087432,7.7260446346467635,40.46839435174737,20.564387580750047,8.739075716909953,35.454896919507505,20.374211465298615,8.230578171449604,36.08166488265316,19.320706767593595,9.702438007231716,31.28011806747213,39.145958277472666,17.245694393682847,48.70005950229266,117.45383522727273
251,country.00051.wav,-204.64368,-354.9801,-88.084015,121.91709,-6.908367,188.26582,-17.759085,-77.01452,38.352654,46.32515,3.7220948,82.15219,-1.8045663,-46.77217,35.784126,17.01744,-17.879124,50.460064,-14.691548,-49.26553,24.274773,14.671547,-16.057808,41.414932,-19.392052,-52.324463,11.925535,10.927666,-22.222801,49.311367,-13.47539,-42.89655,16.370796,1.1953375,-25.605206,28.067139,-6.209474,-35.087616,26.222908,1553.025262496789,518.6379745835457,5239.31156155557,1848.587709670699,900.5996904071503,2982.822945156247,0.0592791563950116,0.00732421875,0.46484375,0.09030824,0.017435681,0.16708982,23.979861509148503,9.221831892198152,53.20470848521339,22.542361609870415,9.085645682610384,42.16869288448906,24.405131690640854,11.13927721038755,42.06532801838425,22.81261820471893,9.291588187111648,35.12203746589952,23.336400440893094,10.773542321232563,38.126964070238174,22.43980167469553,13.478683694746234,31.867338243021475,37.07262458239824,15.83230922067865,48.551001051062144,64.599609375
252,country.00052.wav,-265.2709,-423.8649,-129.99619,138.86662,33.781017,200.21939,6.1286917,-44.383118,52.917362,47.477867,1.342639,94.74553,-2.3875468,-56.25832,37.913902,21.05125,-15.569136,46.329212,4.0907435,-27.206436,36.750988,17.65029,-13.884926,46.41581,-12.018802,-51.299698,17.077345,15.490483,-16.63934,55.157013,-1.128818,-30.151087,20.299864,7.8953543,-24.392487,36.61178,0.5013677,-28.332825,28.826859,1115.6797010252176,355.6312518623631,4172.078041851101,1662.9949935239667,912.6759713449793,3250.410839814713,0.03546288911446249,0.005859375,0.2646484375,0.06949131,0.015345506,0.13808939,22.37263773585891,8.25071912867968,55.007679871946465,20.68095317945716,6.764957615703022,38.05792269889053,23.197522710143616,10.038394677951974,41.79095053897946,22.25532931266131,9.912880105118758,34.42799454717527,21.34112283513795,10.067884776211505,32.85072278226981,21.796211420575585,12.072689726862187,30.727370707753515,33.81614237316504,8.424469828947085,42.63796060457347,71.77734375
253,country.00053.wav,-84.68879,-238.63095,8.385039,100.969574,36.90184,157.16785,-16.019012,-44.681763,28.439678,51.744453,12.883766,88.56061,-17.08682,-49.422077,20.19609,22.575502,1.6787328,43.39176,-20.29776,-49.316074,11.511776,18.909782,-1.8743709,41.5297,-19.486069,-44.660095,11.621428,15.338605,-5.776657,46.258255,-17.739527,-47.26779,10.69169,8.58395,-25.047346,36.178482,-15.003451,-40.605103,12.96674,2271.8519286411947,890.5852230654268,4726.148889426334,2297.372036595189,1530.2130322225842,3170.9272141868555,0.10830818288379737,0.01513671875,0.33984375,0.1335271,0.05630549,0.22810878,20.08050705468839,9.22598693869277,43.95156755099399,15.248351313820073,6.062755224041013,37.31859140293132,19.05382709357915,8.200128519651336,33.06959600350617,18.54598950066991,7.37268874372283,31.77335175657121,18.528608712639393,10.106036820232251,31.427339711702093,17.440211857933363,11.306754416556032,27.386919771609513,42.346563145413015,19.54089855702257,49.52489522709928,89.10290948275862
254,country.00054.wav,-175.00964,-284.82034,-59.670086,115.713554,33.59246,189.2196,5.100794,-39.97324,51.631836,58.16809,27.240103,99.000145,-3.3074555,-42.575283,28.148077,29.656008,-8.005031,60.773693,-10.033722,-38.371788,12.974377,19.65937,-6.584693,50.014935,-16.311836,-44.758846,13.1530905,13.744991,-15.359482,42.285015,-8.834571,-33.844936,8.978064,7.2225156,-24.422756,30.142614,-8.883326,-40.168083,20.883095,1654.409423776695,644.391021526518,4294.035260918297,2105.4593581100485,1141.5002309070403,3151.787803525959,0.06018472363205723,0.01416015625,0.189453125,0.10427781,0.0274478,0.1920533,22.083019477343534,10.051949655923883,48.004864222150744,21.339994833908573,8.899713322588468,39.591379593177216,22.81921076057298,9.52062726383383,42.81162542122789,20.99756358430799,9.856674013289338,36.07824242155692,21.80278804411316,11.565973153993308,32.26989256144998,20.060166725892074,11.25558111134502,30.198598228135495,38.9117236974206,17.696583294083883,47.9109263993414,75.99954044117646
255,country.00055.wav,-82.9455,-180.8186,16.15165,122.53113,59.120506,185.59988,-16.672253,-52.110325,22.028133,40.017235,13.174627,69.41705,-15.014211,-53.85829,17.311934,21.675644,-0.24985307,43.49385,-18.251837,-41.514427,4.7155857,18.362713,-4.600752,42.232414,-17.989061,-44.92723,6.6326046,16.989254,-1.4174219,41.869926,-16.042936,-34.45317,6.906369,8.533767,-18.940754,32.912235,-8.709853,-28.330482,16.311865,1881.2205095617792,1039.3120497854402,3872.466820762089,2116.164563170347,1228.3849887352135,2958.1876500320714,0.08111548663476412,0.0244140625,0.22900390625,0.1549709,0.06891055,0.25676996,20.462588375158933,8.144628191801413,44.19923437895855,15.862124147234871,3.6137028825429045,30.753257748776676,19.547370938898734,8.539174730249496,34.2414373942853,19.57074706009084,9.248851483012539,32.082321000524175,19.44355862781965,9.908289845929218,31.616628759021204,17.84498098490666,11.308776765088783,26.34204658573116,41.06172570640727,16.34494613706019,49.74837229001751,129.19921875
256,country.00056.wav,-164.78546,-321.87772,-21.47651,123.44315,44.76457,186.45767,4.22473,-51.411552,53.72628,48.800877,18.023085,87.19411,-5.1533303,-49.030922,45.89821,22.848055,-13.564814,52.235516,-7.809706,-34.251762,23.670948,19.28812,-5.1530766,45.611435,-11.021053,-54.530506,16.13844,21.256647,-10.506348,54.35488,-9.741073,-31.636538,12.899784,5.161778,-23.438086,31.113207,-6.1435313,-27.98657,16.646952,1468.4574659783873,408.0236971121378,3832.50550595205,1960.4811504411455,921.6124606179259,3452.434843731815,0.05492503202339521,0.0078125,0.16162109375,0.13616844,0.052936323,0.23995306,24.44739590731949,12.651735992403898,43.98915566970977,19.78664657807186,8.336649214268244,41.327495626614294,23.526662778247776,9.810196137762775,37.65495661132015,22.901341039768234,10.188713148535525,35.727817423710505,23.06881895824394,12.518463376727412,32.129091631273155,22.201196425559566,12.31095838153138,31.982954891754616,39.41820457507079,12.617861859683936,47.79797333151325,80.74951171875
257,country.00057.wav,-137.86005,-335.94995,38.84939,121.520035,40.70697,176.8652,-13.279323,-73.39426,35.81512,43.328953,-3.798538,83.987686,-10.695389,-53.229317,32.28459,17.859846,-33.897972,49.218567,-7.950051,-38.70787,37.636574,9.101156,-21.316444,40.26396,-19.791092,-45.04523,16.538916,9.442091,-21.88872,40.04648,-19.604746,-50.881424,10.27668,6.9056225,-14.117641,38.43544,-12.5497055,-34.4115,15.427844,1741.888486282652,621.4218447758724,4289.424076310022,1985.752661875829,1046.919946583087,3500.025413667571,0.07544530645784996,0.0166015625,0.2783203125,0.13006952,0.01972681,0.27513102,29.962809929144157,9.26346161648964,62.23842998555767,18.247199493968516,6.459895163443648,40.36477834614065,22.36565576347961,7.120847327540237,38.83337198368342,21.50302096480273,10.256780368303676,36.28144193005521,20.719875953630623,10.57557799208573,31.420884881217166,20.906139353289248,11.039597607185001,33.266585420747575,38.92611500686516,7.954362524215893,49.15115292566954,67.99958881578948
258,country.00058.wav,-101.2983,-282.21472,21.942577,120.435974,47.885376,189.1773,-0.41283783,-62.047974,56.741875,49.03769,7.2065735,97.17615,-15.870199,-45.684967,24.827124,19.87758,-20.25022,48.785347,-13.09662,-44.965992,21.705751,18.572926,-17.71868,43.922558,-15.718034,-49.592537,15.385446,15.2437315,-17.735104,53.366753,-5.916708,-28.434723,24.300446,6.655968,-15.746357,25.761684,-10.362753,-34.49044,13.744215,1796.7119762329237,509.44526567054766,4300.421804699628,2148.5828916129603,1068.4335888184096,3390.5750237364086,0.07328712599091261,0.01513671875,0.18798828125,0.16378078,0.0519843,0.29990765,26.943027491720088,11.027512846186399,52.411997768798415,16.879188030350978,5.407618810275164,36.252927103098514,20.463700765812607,6.451243928121755,41.075089940738565,20.137097056868214,9.61284218203044,33.30094722775343,18.711198027429248,10.286418889020226,29.85026150182719,18.003847994566627,8.776244680865508,30.94893749269903,40.639732911671196,16.488304072296913,50.01803150979204,112.34714673913044
259,country.00059.wav,-185.06337,-443.14572,-13.933772,120.51211,0.60769653,214.29459,29.720224,-23.891636,111.68924,56.37222,11.150959,113.258965,-3.028255,-46.24865,53.39324,22.213938,-21.2098,54.5925,-10.350044,-50.31378,34.937088,20.053122,-16.407742,53.013695,-13.679165,-55.37037,22.08667,9.170145,-20.526918,47.08021,-6.4301715,-34.37207,21.820429,3.3002465,-22.049507,26.765343,-8.73294,-35.6369,25.770535,1535.4059362560943,234.80134177174816,4751.600384739149,2011.7598763199048,654.5801404300335,3341.863234626546,0.0525349840487239,0.00634765625,0.24853515625,0.14542289,0.037097473,0.2682413,26.56055193473566,8.859722700921864,61.80083490966274,20.78791962662166,6.392870385083586,39.2826010253333,25.183150020444963,9.213629979154572,40.97936967671896,22.35728952667339,9.858028934625679,38.645318458818025,21.057351922363978,8.393664600760157,33.614541866345405,19.38052227682579,7.3267767355116185,32.74752081532518,38.60292556820074,14.904313385850283,49.10181263040336,135.99917763157896
260,country.00060.wav,-178.47949,-322.5926,-38.291134,130.10803,9.344706,195.86844,12.076066,-35.664917,68.1084,47.04983,3.4836226,80.06386,2.6116672,-41.250744,49.55606,24.099434,-10.495792,54.202515,-4.625375,-37.153904,19.090778,22.778528,-10.928697,49.34276,-10.929766,-50.80992,21.691013,13.5343075,-16.401556,52.823368,-6.8069158,-35.417385,19.794395,8.726394,-19.011805,29.499783,-6.0959067,-31.013687,18.734428,1373.628372500732,401.85830168098084,4841.505217736441,1930.5879081818055,844.5524145337528,3344.210990404274,0.04291625882153906,0.00439453125,0.30322265625,0.14097315,0.053872712,0.27850103,27.471318715294743,10.165316842579674,57.765653924048735,20.327996279758178,6.8449625895621065,38.243968920885955,22.516515317186165,10.386836217194535,41.98348494194289,20.812166758477556,8.196814903674587,30.417645124141377,21.467470146463707,11.004207745506415,33.23253129803903,20.269823447141302,10.203287553031943,30.197301499992967,38.05827642985717,12.86422779360758,50.599833946686815,69.83741554054055
261,country.00061.wav,-186.33115,-377.32312,-9.662655,135.86916,42.03335,214.96964,5.9504013,-38.09086,61.19561,45.837704,8.854784,76.32129,-5.776936,-42.149467,30.434528,22.777603,-8.108891,53.91915,-12.992676,-44.993546,11.086443,17.12588,-16.836647,41.448353,-13.762873,-45.651485,20.116516,9.738707,-21.548534,44.697437,-8.365436,-35.517807,18.71298,6.6548285,-21.749393,34.005,-9.085711,-35.577156,12.622693,1397.8552412349427,443.6519202853298,4224.665812588207,1896.1999666670195,887.52922488783,3253.347949849531,0.04858304028905646,0.009765625,0.208984375,0.1072092,0.025359046,0.23544134,27.573957652855224,10.948694991311006,56.30858423024284,19.04388178882434,6.137703749158873,35.75272477955204,23.542564733698413,10.415773026148502,44.78264508247195,21.17041596136631,9.394253380034556,32.721837050354644,21.592476727305595,10.617283970300852,31.680302610287683,19.88363177412691,10.393684496665752,30.521738134684696,37.308650904534225,10.2628463754446,47.295280504331586,60.09265988372093
262,country.00062.wav,-94.15291,-243.8744,-1.6643023,109.18758,27.549591,159.1895,-11.85467,-54.191772,32.783527,41.572716,-7.523685,85.182495,-19.4826,-56.907738,14.417906,23.833261,-9.681894,52.27768,-19.930464,-50.617188,5.816843,20.372795,-1.9378753,43.739662,-17.291353,-44.95273,7.576277,16.565329,-10.222424,51.40132,-10.201443,-37.497818,16.743736,9.387508,-13.491154,29.999916,-10.049828,-31.452639,16.078499,2166.6058738727033,972.9280142249603,4751.461852428984,2277.452693095105,1494.8931667930412,3191.5280296027986,0.10233551757057231,0.025390625,0.33837890625,0.13012476,0.024807174,0.22987789,22.206589147364205,6.841781150640114,48.82598308106484,14.486756687365,5.8914828980078715,31.14635799021956,18.9125590165625,8.847367872838527,37.11394190239795,19.172566016557326,9.33871251313639,33.42925274922253,19.001268032354453,10.716434202762093,29.885676507744265,17.341183733979243,10.027268652713557,27.94134881284988,41.587969229693954,22.282492024562675,49.919194402211915,172.265625
263,country.00063.wav,-185.41428,-389.04623,4.1199985,118.49516,10.251861,205.85188,17.795776,-30.799324,88.538605,48.86902,-3.8319612,97.78825,-2.1734657,-41.174946,36.18127,21.354282,-19.312016,57.593685,-8.994565,-44.25931,36.78129,20.53351,-8.564794,64.2558,-11.412324,-51.966118,22.484406,9.274986,-30.975597,52.627777,-5.478168,-34.089043,25.584305,5.7618504,-32.82081,32.8619,-2.9883938,-29.061314,38.618843,1614.587918187712,363.6804046037073,5531.871353036207,2016.5163398799498,528.778863321073,3320.778642818958,0.05825803303847641,0.00927734375,0.2880859375,0.1314034,0.012536943,0.30126527,20.504120814722203,6.865185335106331,46.77950858993644,18.73919448935585,3.574862577549812,34.43324242630909,22.87182915422156,8.38696313886668,44.4769932779428,22.40035811442902,4.980436309363001,35.38921266845908,21.59241687322393,8.661939652227485,34.155847368634156,19.635063532965948,7.739038781634195,32.572025476170666,38.14797063722244,13.237587136479686,50.63661343980338,83.35433467741936
264,country.00064.wav,-217.81781,-400.75888,-90.66504,128.37343,31.951284,196.00237,-7.5112424,-45.805008,32.14072,39.2846,-0.50440395,86.399376,-2.5414019,-38.54186,37.102913,18.173687,-20.88601,47.735252,-15.148812,-47.91934,23.191067,16.760803,-15.564783,47.583344,-15.247553,-49.398483,15.97109,4.8962364,-27.417858,31.613312,-6.500652,-49.00316,23.596046,2.9013946,-25.066687,32.074818,-11.492002,-40.53349,19.532755,1511.6824075794034,486.73912619833936,3947.163948256829,1865.1117334500523,831.7129005094887,2827.2315105791754,0.06007520966260634,0.0078125,0.244140625,0.08254984,0.0152950855,0.16694063,23.022693212233808,9.488073115354851,69.59188734539497,21.262061340138317,6.14335162634531,36.61704584744352,25.767679007571914,10.756806956352566,45.66974964289291,24.212403497208282,10.444325538515336,36.15292624597363,23.415426126818787,8.589740568416925,35.62513009599729,21.161074387521673,5.296185392087718,31.9615205450326,36.35913064550401,8.447904323125268,46.13082315257954,66.25600961538461
